id,type,latitude,longitude,name,amenity,healthcare,highway,bridge,building
902548210,way,30.5404768,79.409067,Bangina to Saldwani Khal,,,path,,
902548211,way,30.5177496,79.4048012,,,,path,,
902548212,way,30.5289436,79.417304,Kalgoth to Saldwani Khal,,,path,,
902548213,way,30.5387049,79.4352301,Bangina to Saldwani Khal,,,path,,
904927105,way,30.5438761,79.5786972,Joshimath-Malari Road,,,tertiary,yes,
904927106,way,30.5491797,79.5725993,Joshimath-Malari Road,,,tertiary,,
904994315,way,30.4990171,79.6200898,,,,path,,
904994334,way,30.4962477,79.62495,,,,track,,
905375809,way,30.5160164,79.494901,,,,trunk,,
905375810,way,30.5082708,79.4915192,,,,trunk,,
905375812,way,30.5084217,79.4915779,,,,trunk,,
905375813,way,30.5083726,79.4915588,,,,trunk,yes,
905613420,way,30.5589939,79.5705592,,,,path,,
905613422,way,30.5628014,79.576351,,,,path,,
905613425,way,30.5625037,79.5760673,,,,steps,,
905664212,way,30.5558523,79.5647598,,,,unclassified,,
905664213,way,30.5568617,79.5619597,,,,unclassified,,
905664215,way,30.5386206,79.5657039,Joshimath - Auli road,,,primary,,
907813133,way,30.5045432,79.6188185,,,,track,,
907813134,way,30.5006147,79.6218414,,,,track,yes,
932201685,way,30.6743277,79.5134363,,,,unclassified,,
932201686,way,30.7742852,79.4929732,,,,path,yes,
1020768830,way,30.7579759,79.4992629,,,,trunk,,
1149436559,way,30.5196874,79.4156711,,,,path,,
1149436560,way,30.5208393,79.4182249,,,,path,yes,
1151639920,way,30.5387151,79.4572228,,,,unclassified,,
1156689805,way,30.5540492,79.5662811,Joshimath - Auli road,,,primary,,
1204467945,way,30.5559905,79.5614913,,,,service,,
1204467946,way,30.6244396,79.5573636,,,,footway,,
1204467947,way,30.5555742,79.5615197,,,,residential,,
1204467948,way,30.6251988,79.5572904,,,,steps,,
1204467949,way,30.6314814,79.5675387,Govindghat-Pulna,,,tertiary,,
1204467950,way,30.6244228,79.5575611,,,,footway,,
1204467951,way,30.622349,79.5592772,,,,unclassified,,
1204473827,way,30.6992999,79.6154382,,,,footway,,
1204473829,way,30.6262509,79.5625836,,,,path,,
1204487692,way,30.7017357,79.5943223,,,,footway,,
1204682319,way,30.677905,79.5926276,,,,footway,yes,
1204682320,way,30.6583488,79.5836077,,,,footway,,
1204687606,way,30.5558382,79.5624763,,,,footway,,
1204789665,way,30.7043977,79.5965371,,,,footway,,
1204789666,way,30.7041451,79.595794,,,,footway,yes,
1205873329,way,30.5315541,79.7405795,Suspension Bridge,,,footway,yes,
1205873330,way,30.5310342,79.7412451,,,,unclassified,,
1302307360,way,30.6251885,79.5551766,,,,tertiary,yes,
1302307361,way,30.624991,79.5550208,,,,trunk,yes,
1302307362,way,30.6226721,79.5572779,,,,trunk,,
1302307363,way,30.625524,79.5548337,,,,tertiary,,
1302307367,way,30.6203258,79.5592259,,,,trunk,yes,
1302307368,way,30.6193972,79.5609333,,,,trunk,,
1302307370,way,30.6210917,79.5596314,,,,service,,
1302307372,way,30.6068823,79.5691244,,,,track,,
1302307380,way,30.6035965,79.5706739,,,,trunk,yes,
1302307381,way,30.6091694,79.5678566,,,,trunk,,
1302307383,way,30.5800796,79.5725439,,,,trunk,yes,
1302307384,way,30.5815382,79.5717185,,,,trunk,,
1302307385,way,30.5690387,79.5774125,,,,trunk,yes,
1302307386,way,30.5659392,79.5770174,,,,trunk,,
1302307389,way,30.551938,79.5396805,,,,trunk,yes,
1302307390,way,30.554959,79.5530355,,,,trunk,,
1307422351,way,30.6773793,79.5928036,,,,footway,,
1307422353,way,30.6702569,79.5886275,,,,path,,
1307539045,way,30.7268674,79.5943219,,,,path,yes,
1307539046,way,30.7217647,79.5889576,,,,path,yes,
1307539047,way,30.7214972,79.5889785,,,,path,,
1307539050,way,30.7071257,79.5961281,,,,path,yes,
1307785417,way,30.7040271,79.5978504,,,,path,,
1307785422,way,30.699673,79.615449,,,,footway,,
1307785423,way,30.6995247,79.6154082,,,,footway,yes,
1307785424,way,30.6995742,79.614805,,,,path,yes,
1307785425,way,30.6996226,79.6151158,,,,path,,
1307785426,way,30.6994225,79.6146629,,,,path,,
1307785428,way,30.7007581,79.6119264,,,,footway,yes,
1307785429,way,30.7014227,79.611402,,,,footway,,
1338866120,way,30.7684233,79.494657,Matamurti - Satopanth Road,,,footway,,
1338867892,way,30.773835,79.4944017,Vyas Gufa Saraswati River Road,,,footway,,
1338867893,way,30.7738179,79.493807,Vyas Gufa Saraswati River Road,,,footway,,
